net_profit_margin,kepuasan_pelanggan,peak_hour_latency,review_volatility,repeat_order_rate,digital_adoption_score,monthly_revenue,business_tenure_months,class,business_tenure_months_numeric,business_tenure_years,year_revenue
-1.11,4.37,Med,0.545,13.37,3.99,3850371.0,Di atas 24 Bulan,Growth,53,4.416666666666667,46204452.0
6.9,4.7,Low,0.368,5.11,2.85,12368200.0,Di atas 24 Bulan,Growth,90,7.5,148418400.0
10.38,4.32,Low,0.382,38.49,6.61,13146499.0,Di atas 24 Bulan,Growth,172,14.333333333333334,157757988.0
2.16,3.75,Med,0.47,13.53,2.71,6428625.0,Di atas 24 Bulan,Growth,65,5.416666666666667,77143500.0
31.8,4.47,Med,0.351,9.14,2.8,5038776.0,Di atas 24 Bulan,Growth,91,7.583333333333333,60465312.0
24.92,4.43,Med,0.418,16.38,2.92,7867744.0,Di atas 24 Bulan,Growth,133,11.083333333333334,94412928.0
-8.66,4.15,Med,0.383,16.87,3.2,3351956.0,Di atas 24 Bulan,Struggling,91,7.583333333333333,40223472.0
18.31,4.83,Low,0.422,19.21,5.56,11880833.0,Di atas 24 Bulan,Growth,94,7.833333333333333,142569996.0
-0.19,4.41,Low,0.414,26.58,6.63,11175156.0,Di atas 24 Bulan,Growth,78,6.5,134101872.0
-7.62,3.89,Med,0.57,17.77,3.74,3115057.0,Di atas 24 Bulan,Struggling,28,2.3333333333333335,37380684.0
-14.83,3.68,Med,0.503,21.16,2.82,22913610.0,Di atas 24 Bulan,Struggling,178,14.833333333333334,274963320.0
9.21,4.28,Low,0.278,16.31,2.43,7851963.0,Di atas 24 Bulan,Growth,110,9.166666666666666,94223556.0
3.38,3.89,Med,0.491,7.54,1.0,2265234.0,Di bawah 24 Bulan,Growth,10,0.8333333333333334,27182808.0
-4.89,3.6,Med,0.466,23.3,1.92,8353012.0,Di atas 24 Bulan,Struggling,135,11.25,100236144.0
4.5,3.63,High,0.561,15.04,1.2,4390167.0,Di atas 24 Bulan,Struggling,141,11.75,52682004.0
14.29,4.17,Med,0.536,25.92,4.31,3826190.0,Di atas 24 Bulan,Growth,44,3.6666666666666665,45914280.0
8.78,4.27,High,0.595,36.9,4.3,15419107.0,Di atas 24 Bulan,Growth,121,10.083333333333334,185029284.0
14.22,4.02,Med,0.504,33.02,2.18,7280135.0,Di atas 24 Bulan,Growth,171,14.25,87361620.0
25.26,5.0,Low,0.391,34.17,5.16,5726961.0,Di atas 24 Bulan,Elite,110,9.166666666666666,68723532.0
-1.69,3.75,Med,0.385,19.96,3.23,8505770.0,Di atas 24 Bulan,Growth,149,12.416666666666666,102069240.0
-4.76,4.49,Med,0.342,24.77,3.43,4628267.0,Di atas 24 Bulan,Struggling,178,14.833333333333334,55539204.0
8.87,4.01,Med,0.3,26.12,5.37,9886109.0,Di atas 24 Bulan,Growth,122,10.166666666666666,118633308.0
1.65,4.21,Med,0.414,19.59,5.17,8371864.0,Di atas 24 Bulan,Growth,162,13.5,100462368.0
-2.75,4.3,Low,0.175,16.51,4.27,4228340.0,Di atas 24 Bulan,Growth,48,4.0,50740080.0
17.53,4.32,Low,0.064,31.13,4.36,8258907.0,Di atas 24 Bulan,Growth,94,7.833333333333333,99106884.0
-9.22,4.22,Med,0.577,9.92,1.22,9100556.0,Di atas 24 Bulan,Struggling,166,13.833333333333334,109206672.0
17.93,4.12,Med,0.492,27.97,3.86,19981181.0,Di atas 24 Bulan,Growth,148,12.333333333333334,239774172.0
-0.48,3.82,High,0.717,23.85,4.14,4944804.0,Di atas 24 Bulan,Struggling,76,6.333333333333333,59337648.0
-9.09,3.88,Med,0.559,15.74,1.67,5559558.0,Di atas 24 Bulan,Struggling,98,8.166666666666666,66714696.0
-12.67,3.92,High,0.559,22.72,4.52,4034207.0,Di bawah 24 Bulan,Struggling,20,1.6666666666666667,48410484.0
-8.76,3.43,Med,0.498,6.02,1.02,7874406.0,Di atas 24 Bulan,Struggling,142,11.833333333333334,94492872.0
-25.93,1.83,High,0.527,6.41,4.03,4756965.0,Di atas 24 Bulan,Critical,117,9.75,57083580.0
19.81,4.99,Low,0.27,24.93,8.01,7223841.0,Di atas 24 Bulan,Elite,74,6.166666666666667,86686092.0
-22.42,3.56,Med,0.486,18.07,2.56,5209909.0,Di atas 24 Bulan,Critical,48,4.0,62518908.0
5.04,4.32,Low,0.13,36.19,4.18,2273761.0,Di atas 24 Bulan,Growth,40,3.3333333333333335,27285132.0
7.71,4.54,Low,0.239,25.27,4.88,7136721.0,Di atas 24 Bulan,Growth,132,11.0,85640652.0
9.8,4.76,Med,0.472,13.92,5.04,3952915.0,Di bawah 24 Bulan,Growth,11,0.9166666666666666,47434980.0
-32.96,2.74,High,0.595,6.94,3.48,10368183.0,Di atas 24 Bulan,Critical,110,9.166666666666666,124418196.0
12.38,3.98,Low,0.258,19.12,1.79,7698405.0,Di atas 24 Bulan,Growth,135,11.25,92380860.0
-20.4,4.04,High,0.682,27.87,5.78,6133884.0,Di atas 24 Bulan,Critical,100,8.333333333333334,73606608.0
24.12,4.68,Low,0.232,21.48,4.66,8099214.0,Di bawah 24 Bulan,Growth,21,1.75,97190568.0
8.48,3.61,Med,0.458,11.35,2.46,8472343.0,Di atas 24 Bulan,Growth,73,6.083333333333333,101668116.0
20.22,4.9,Low,0.191,25.57,5.66,6385296.0,Di atas 24 Bulan,Elite,41,3.4166666666666665,76623552.0
-35.0,3.37,High,0.898,4.51,1.9,5686512.0,Di atas 24 Bulan,Critical,44,3.6666666666666665,68238144.0
-23.47,3.32,Med,0.482,16.6,2.73,11836437.0,Di atas 24 Bulan,Critical,147,12.25,142037244.0
-1.13,3.87,High,0.742,16.74,1.14,8148060.0,Di atas 24 Bulan,Struggling,92,7.666666666666667,97776720.0
-0.85,4.08,High,0.54,31.7,4.22,4595757.0,Di atas 24 Bulan,Growth,176,14.666666666666666,55149084.0
-3.92,4.0,Med,0.42,27.09,5.05,8138760.0,Di atas 24 Bulan,Struggling,109,9.083333333333334,97665120.0
-29.97,2.41,High,0.673,5.51,4.58,11480602.0,Di atas 24 Bulan,Critical,150,12.5,137767224.0
-19.88,3.11,High,0.645,19.67,2.47,3750280.0,Di atas 24 Bulan,Critical,138,11.5,45003360.0
6.37,3.85,Med,0.413,12.96,2.23,4231212.0,Di atas 24 Bulan,Growth,98,8.166666666666666,50774544.0
-5.32,4.16,Med,0.525,9.17,5.3,11519594.0,Di atas 24 Bulan,Struggling,149,12.416666666666666,138235128.0
-15.58,4.01,Med,0.469,28.81,6.4,8202267.0,Di atas 24 Bulan,Critical,34,2.8333333333333335,98427204.0
22.44,4.52,Low,0.289,30.63,4.07,6223345.0,Di atas 24 Bulan,Elite,128,10.666666666666666,74680140.0
-4.96,3.55,Med,0.386,19.76,2.6,8650328.0,Di atas 24 Bulan,Growth,149,12.416666666666666,103803936.0
-5.59,3.7,High,0.48,2.04,1.0,3764088.0,Di atas 24 Bulan,Struggling,26,2.1666666666666665,45169056.0
12.15,4.5,Med,0.317,19.87,5.16,8846300.0,Di atas 24 Bulan,Growth,26,2.1666666666666665,106155600.0
32.14,5.0,Low,0.087,26.01,5.55,19419561.0,Di atas 24 Bulan,Elite,122,10.166666666666666,233034732.0
-20.67,3.89,Med,0.388,22.84,3.65,4670886.0,Di bawah 24 Bulan,Struggling,20,1.6666666666666667,56050632.0
-6.38,3.78,Med,0.489,3.85,1.6,13859115.0,Di atas 24 Bulan,Struggling,142,11.833333333333334,166309380.0
21.03,4.05,Med,0.474,28.51,4.27,4503755.0,Di atas 24 Bulan,Growth,43,3.5833333333333335,54045060.0
-6.5,4.19,Low,0.481,27.28,4.74,3719321.0,Di atas 24 Bulan,Struggling,89,7.416666666666667,44631852.0
11.58,4.7,Low,0.298,27.51,4.54,29010652.0,Di atas 24 Bulan,Growth,178,14.833333333333334,348127824.0
-26.11,2.21,High,0.714,13.8,2.11,9542878.0,Di atas 24 Bulan,Critical,84,7.0,114514536.0
0.59,4.42,Low,0.34,19.35,4.48,18534304.0,Di atas 24 Bulan,Growth,146,12.166666666666666,222411648.0
12.36,4.13,Low,0.282,36.61,5.61,8881287.0,Di atas 24 Bulan,Growth,153,12.75,106575444.0
-5.05,4.35,Med,0.553,28.65,5.11,6775942.0,Di atas 24 Bulan,Struggling,169,14.083333333333334,81311304.0
-6.0,4.2,Low,0.383,11.42,4.03,3454946.0,Di atas 24 Bulan,Struggling,35,2.9166666666666665,41459352.0
-1.03,4.09,Med,0.45,21.8,2.35,13290132.0,Di atas 24 Bulan,Growth,26,2.1666666666666665,159481584.0
14.55,4.38,Low,0.417,14.17,4.99,5068281.0,Di atas 24 Bulan,Growth,63,5.25,60819372.0
3.82,3.85,Med,0.447,21.43,3.92,5241217.0,Di atas 24 Bulan,Growth,57,4.75,62894604.0
-1.3,4.67,Med,0.254,33.03,4.78,13994505.0,Di atas 24 Bulan,Growth,86,7.166666666666667,167934060.0
21.96,4.56,Med,0.492,23.99,5.42,8237385.0,Di atas 24 Bulan,Growth,170,14.166666666666666,98848620.0
-35.0,2.76,High,0.521,8.81,1.53,6636210.0,Di atas 24 Bulan,Critical,121,10.083333333333334,79634520.0
8.22,4.33,Med,0.37,19.32,4.4,6953058.0,Di atas 24 Bulan,Growth,74,6.166666666666667,83436696.0
10.01,3.99,Low,0.287,22.51,4.32,8061815.0,Di atas 24 Bulan,Growth,76,6.333333333333333,96741780.0
20.36,4.65,Low,0.309,36.8,5.0,8360080.0,Di atas 24 Bulan,Elite,131,10.916666666666666,100320960.0
17.42,4.57,Low,0.33,30.25,3.69,5389487.0,Di atas 24 Bulan,Elite,87,7.25,64673844.0
19.89,4.89,Low,0.196,29.78,3.23,10554619.0,Di atas 24 Bulan,Elite,155,12.916666666666666,126655428.0
23.49,4.3,Low,0.183,20.78,3.74,16942208.0,Di atas 24 Bulan,Growth,98,8.166666666666666,203306496.0
8.13,4.41,Med,0.347,13.35,4.12,5952724.0,Di atas 24 Bulan,Growth,55,4.583333333333333,71432688.0
6.35,4.01,Med,0.521,29.05,4.55,5272257.0,Di atas 24 Bulan,Growth,176,14.666666666666666,63267084.0
4.8,4.65,Med,0.421,17.1,4.22,9095996.0,Di atas 24 Bulan,Growth,112,9.333333333333334,109151952.0
-17.53,3.29,Med,0.478,13.8,1.1,4460106.0,Di atas 24 Bulan,Struggling,62,5.166666666666667,53521272.0
4.53,4.44,Med,0.406,13.19,4.96,9780506.0,Di atas 24 Bulan,Growth,53,4.416666666666667,117366072.0
12.66,4.2,Med,0.418,21.58,3.49,12246037.0,Di atas 24 Bulan,Growth,123,10.25,146952444.0
-10.78,3.81,High,0.566,18.31,2.68,13545605.0,Di atas 24 Bulan,Struggling,75,6.25,162547260.0
13.18,4.27,Med,0.383,27.45,5.75,10425952.0,Di atas 24 Bulan,Growth,178,14.833333333333334,125111424.0
20.97,4.8,Low,0.201,34.52,5.53,4713002.0,Di atas 24 Bulan,Elite,170,14.166666666666666,56556024.0
-13.15,4.26,Med,0.4,19.13,2.73,5339807.0,Di bawah 24 Bulan,Struggling,9,0.75,64077684.0
13.74,4.06,Med,0.548,10.36,3.32,13851087.0,Di atas 24 Bulan,Growth,77,6.416666666666667,166213044.0
-2.34,3.52,Med,0.499,24.07,3.6,7487552.0,Di bawah 24 Bulan,Growth,21,1.75,89850624.0
2.99,4.19,Med,0.505,18.82,4.87,6597442.0,Di atas 24 Bulan,Growth,145,12.083333333333334,79169304.0
2.76,4.58,Med,0.393,14.62,4.2,9599345.0,Di atas 24 Bulan,Growth,72,6.0,115192140.0
6.44,4.56,Med,0.501,29.29,8.19,8142831.0,Di atas 24 Bulan,Growth,58,4.833333333333333,97713972.0
1.37,4.19,Med,0.297,25.57,4.18,9184363.0,Di atas 24 Bulan,Growth,140,11.666666666666666,110212356.0
16.9,4.54,Low,0.094,23.53,7.43,10038431.0,Di atas 24 Bulan,Growth,176,14.666666666666666,120461172.0
-15.36,3.99,Med,0.657,7.76,1.96,2859876.0,Di atas 24 Bulan,Struggling,82,6.833333333333333,34318512.0
4.56,3.98,Med,0.366,18.34,2.1,6756601.0,Di atas 24 Bulan,Growth,111,9.25,81079212.0
-8.53,4.04,Med,0.323,17.96,1.4,4917638.0,Di atas 24 Bulan,Struggling,37,3.0833333333333335,59011656.0
5.91,3.86,Med,0.382,24.1,6.33,10797496.0,Di atas 24 Bulan,Growth,74,6.166666666666667,129569952.0
25.49,4.43,Low,0.218,25.65,4.42,12064178.0,Di atas 24 Bulan,Elite,94,7.833333333333333,144770136.0
9.8,4.3,Low,0.197,20.41,3.73,6244403.0,Di bawah 24 Bulan,Growth,5,0.4166666666666667,74932836.0
-14.64,3.79,Med,0.538,11.69,1.45,7938226.0,Di atas 24 Bulan,Struggling,68,5.666666666666667,95258712.0
-10.72,4.03,Med,0.446,2.0,2.29,2975964.0,Di atas 24 Bulan,Struggling,54,4.5,35711568.0
12.71,4.76,Low,0.067,27.5,3.93,13577604.0,Di atas 24 Bulan,Growth,95,7.916666666666667,162931248.0
-32.66,3.34,High,0.695,13.36,1.0,1500000.0,Di atas 24 Bulan,Critical,49,4.083333333333333,18000000.0
-11.29,3.47,High,0.75,17.1,1.0,3561050.0,Di bawah 24 Bulan,Struggling,5,0.4166666666666667,42732600.0
7.24,4.46,Low,0.107,15.03,2.63,16621647.0,Di atas 24 Bulan,Growth,145,12.083333333333334,199459764.0
5.57,4.25,Med,0.457,27.37,1.0,7653754.0,Di atas 24 Bulan,Growth,86,7.166666666666667,91845048.0
-1.4,4.31,Med,0.406,26.86,5.67,3311101.0,Di atas 24 Bulan,Growth,36,3.0,39733212.0
27.58,4.36,Low,0.328,35.65,4.72,13998507.0,Di atas 24 Bulan,Growth,52,4.333333333333333,167982084.0
0.21,4.27,Low,0.202,6.73,1.43,4624835.0,Di atas 24 Bulan,Growth,35,2.9166666666666665,55498020.0
1.41,4.41,Med,0.522,19.16,3.7,7738045.0,Di atas 24 Bulan,Growth,75,6.25,92856540.0
3.84,4.26,Med,0.465,18.02,5.39,5820306.0,Di bawah 24 Bulan,Growth,5,0.4166666666666667,69843672.0
0.36,4.23,Med,0.528,12.57,2.74,3715591.0,Di bawah 24 Bulan,Growth,4,0.3333333333333333,44587092.0
11.71,4.23,Med,0.506,30.03,5.98,9929983.0,Di atas 24 Bulan,Growth,134,11.166666666666666,119159796.0
16.8,4.89,Med,0.238,13.43,7.31,5062473.0,Di bawah 24 Bulan,Growth,18,1.5,60749676.0
-12.52,3.98,Med,0.34,27.72,2.32,3616630.0,Di atas 24 Bulan,Struggling,35,2.9166666666666665,43399560.0
14.63,4.6,Med,0.27,2.0,2.39,2129791.0,Di bawah 24 Bulan,Growth,11,0.9166666666666666,25557492.0
3.56,4.09,Low,0.332,12.66,4.56,5214231.0,Di atas 24 Bulan,Growth,59,4.916666666666667,62570772.0
3.11,3.94,Low,0.062,12.32,3.91,8706944.0,Di atas 24 Bulan,Growth,42,3.5,104483328.0
-13.0,3.87,Med,0.496,28.82,1.71,12088097.0,Di atas 24 Bulan,Struggling,54,4.5,145057164.0
5.38,3.26,High,0.494,4.28,1.0,1500000.0,Di bawah 24 Bulan,Struggling,18,1.5,18000000.0
12.96,4.29,Low,0.22,28.34,1.59,10003758.0,Di atas 24 Bulan,Growth,138,11.5,120045096.0
-1.23,4.03,Med,0.394,4.11,4.58,6030472.0,Di atas 24 Bulan,Growth,89,7.416666666666667,72365664.0
26.33,4.6,Low,0.272,35.53,5.72,12175860.0,Di atas 24 Bulan,Elite,62,5.166666666666667,146110320.0
-19.98,3.61,High,0.723,10.92,3.36,18855358.0,Di atas 24 Bulan,Critical,166,13.833333333333334,226264296.0
-15.03,3.52,Med,0.461,13.11,3.17,6244503.0,Di bawah 24 Bulan,Struggling,5,0.4166666666666667,74934036.0
-0.9,4.29,Med,0.158,14.29,1.0,9473856.0,Di bawah 24 Bulan,Growth,17,1.4166666666666667,113686272.0
9.07,3.71,Low,0.338,11.1,1.0,5293379.0,Di atas 24 Bulan,Growth,104,8.666666666666666,63520548.0
5.69,3.94,Med,0.387,12.36,1.0,3637110.0,Di atas 24 Bulan,Growth,25,2.0833333333333335,43645320.0
-9.11,3.62,Low,0.3,17.54,1.0,8372965.0,Di atas 24 Bulan,Struggling,133,11.083333333333334,100475580.0
-1.27,3.9,Med,0.455,12.22,1.57,13928823.0,Di atas 24 Bulan,Growth,160,13.333333333333334,167145876.0
6.55,3.92,Low,0.281,9.03,1.0,8493630.0,Di atas 24 Bulan,Growth,175,14.583333333333334,101923560.0
4.48,4.37,Med,0.343,18.94,5.77,4191175.0,Di bawah 24 Bulan,Growth,19,1.5833333333333333,50294100.0
4.37,4.09,Med,0.35,22.69,4.17,6561265.0,Di atas 24 Bulan,Growth,116,9.666666666666666,78735180.0
6.86,4.07,High,0.689,15.2,3.28,18361939.0,Di atas 24 Bulan,Growth,60,5.0,220343268.0
16.6,4.62,Med,0.35,6.45,1.84,7560284.0,Di atas 24 Bulan,Growth,112,9.333333333333334,90723408.0
13.41,4.57,Low,0.106,26.9,5.79,16148688.0,Di atas 24 Bulan,Growth,137,11.416666666666666,193784256.0
-12.55,3.45,Med,0.484,20.74,2.81,8225785.0,Di atas 24 Bulan,Struggling,169,14.083333333333334,98709420.0
-7.96,4.12,Med,0.314,23.63,1.22,8388620.0,Di atas 24 Bulan,Struggling,80,6.666666666666667,100663440.0
-9.07,3.78,High,0.615,16.46,1.15,4353640.0,Di atas 24 Bulan,Struggling,145,12.083333333333334,52243680.0
1.12,3.94,Low,0.315,13.62,3.87,3955097.0,Di atas 24 Bulan,Growth,46,3.8333333333333335,47461164.0
31.22,4.21,Low,0.227,20.85,1.94,3475822.0,Di bawah 24 Bulan,Growth,14,1.1666666666666667,41709864.0
17.25,4.77,Low,0.264,9.12,4.73,5620318.0,Di bawah 24 Bulan,Growth,10,0.8333333333333334,67443816.0
5.59,4.09,Low,0.229,20.1,3.28,9395335.0,Di atas 24 Bulan,Growth,82,6.833333333333333,112744020.0
25.36,4.69,Low,0.248,21.22,3.55,13297130.0,Di atas 24 Bulan,Growth,43,3.5833333333333335,159565560.0
-28.77,2.34,High,0.665,4.1,1.75,20052986.0,Di atas 24 Bulan,Critical,164,13.666666666666666,240635832.0
2.26,4.03,Low,0.353,17.56,3.41,7731250.0,Di atas 24 Bulan,Growth,48,4.0,92775000.0
9.17,4.98,Med,0.259,31.54,6.15,13867005.0,Di atas 24 Bulan,Growth,31,2.5833333333333335,166404060.0
31.84,4.43,Low,0.144,29.75,4.96,9015156.0,Di bawah 24 Bulan,Elite,18,1.5,108181872.0
17.59,4.06,Med,0.708,22.74,3.08,12343971.0,Di atas 24 Bulan,Growth,135,11.25,148127652.0
-30.64,3.82,Med,0.427,12.99,2.45,4007744.0,Di bawah 24 Bulan,Critical,7,0.5833333333333334,48092928.0
1.74,4.09,Med,0.51,19.75,2.6,3595135.0,Di atas 24 Bulan,Growth,32,2.6666666666666665,43141620.0
11.22,4.58,Med,0.515,18.57,2.37,5812759.0,Di atas 24 Bulan,Growth,119,9.916666666666666,69753108.0
-7.61,3.18,Med,0.532,15.05,1.0,2141318.0,Di bawah 24 Bulan,Struggling,7,0.5833333333333334,25695816.0
-8.77,4.13,Med,0.336,11.26,2.64,7379673.0,Di atas 24 Bulan,Struggling,143,11.916666666666666,88556076.0
-13.41,3.95,Med,0.567,17.01,2.09,3583378.0,Di atas 24 Bulan,Struggling,51,4.25,43000536.0
9.4,4.32,Low,0.181,18.44,3.93,7814979.0,Di atas 24 Bulan,Growth,91,7.583333333333333,93779748.0
12.29,4.34,Low,0.195,18.58,2.54,3071698.0,Di atas 24 Bulan,Growth,52,4.333333333333333,36860376.0
18.07,4.49,Low,0.232,26.46,4.45,7066368.0,Di bawah 24 Bulan,Elite,16,1.3333333333333333,84796416.0
-9.91,3.75,High,0.584,14.94,2.92,9007731.0,Di atas 24 Bulan,Struggling,110,9.166666666666666,108092772.0
21.21,4.69,Low,0.293,23.11,4.39,6205558.0,Di atas 24 Bulan,Growth,48,4.0,74466696.0
19.41,4.57,Low,0.193,22.44,6.25,7470759.0,Di atas 24 Bulan,Growth,84,7.0,89649108.0
-2.8,4.08,Med,0.46,17.75,1.0,6595904.0,Di atas 24 Bulan,Growth,128,10.666666666666666,79150848.0
10.42,3.95,Low,0.271,18.49,3.35,5926788.0,Di atas 24 Bulan,Growth,86,7.166666666666667,71121456.0
11.16,4.22,Med,0.328,15.66,2.84,4365506.0,Di atas 24 Bulan,Growth,36,3.0,52386072.0
41.06,5.0,Low,0.49,27.16,7.11,10070761.0,Di atas 24 Bulan,Elite,73,6.083333333333333,120849132.0
-26.35,3.29,High,0.732,6.46,4.89,29114699.0,Di atas 24 Bulan,Critical,177,14.75,349376388.0
8.04,4.63,Med,0.321,5.74,1.46,4363582.0,Di atas 24 Bulan,Growth,62,5.166666666666667,52362984.0
28.08,4.39,Low,0.268,22.04,3.78,5373115.0,Di atas 24 Bulan,Growth,76,6.333333333333333,64477380.0
0.38,4.38,Low,0.228,16.14,4.03,8964050.0,Di atas 24 Bulan,Growth,83,6.916666666666667,107568600.0
6.19,4.16,Med,0.471,14.33,3.81,11976123.0,Di atas 24 Bulan,Growth,141,11.75,143713476.0
2.27,4.13,Med,0.386,14.52,4.08,5999518.0,Di atas 24 Bulan,Growth,100,8.333333333333334,71994216.0
-26.05,3.63,High,0.718,6.33,1.74,6465579.0,Di atas 24 Bulan,Critical,93,7.75,77586948.0
10.9,4.51,Low,0.291,22.07,5.49,8477500.0,Di atas 24 Bulan,Growth,97,8.083333333333334,101730000.0
-1.99,3.98,Low,0.292,29.54,5.65,7601102.0,Di atas 24 Bulan,Growth,134,11.166666666666666,91213224.0
4.61,4.25,Med,0.417,25.08,4.37,20983136.0,Di atas 24 Bulan,Growth,171,14.25,251797632.0
-3.06,3.88,Med,0.486,9.76,1.78,3509921.0,Di atas 24 Bulan,Growth,62,5.166666666666667,42119052.0
-11.23,3.6,Med,0.353,27.35,4.37,6512718.0,Di atas 24 Bulan,Struggling,115,9.583333333333334,78152616.0
7.77,4.21,Med,0.49,8.79,5.4,21674018.0,Di atas 24 Bulan,Growth,83,6.916666666666667,260088216.0
22.52,4.17,Low,0.337,24.17,3.49,19029674.0,Di atas 24 Bulan,Growth,86,7.166666666666667,228356088.0
-18.17,2.52,High,0.713,11.77,1.0,1500000.0,Di atas 24 Bulan,Struggling,27,2.25,18000000.0
15.31,4.63,Low,0.279,25.71,4.93,5287282.0,Di atas 24 Bulan,Growth,35,2.9166666666666665,63447384.0
-14.79,3.39,High,0.683,15.56,1.0,4484280.0,Di bawah 24 Bulan,Struggling,21,1.75,53811360.0
-7.58,3.74,Med,0.379,20.99,2.55,5657506.0,Di atas 24 Bulan,Struggling,59,4.916666666666667,67890072.0
23.79,4.85,Low,0.207,19.34,5.07,21468456.0,Di bawah 24 Bulan,Growth,17,1.4166666666666667,257621472.0
-17.14,3.51,High,0.54,10.63,2.5,7390245.0,Di atas 24 Bulan,Struggling,43,3.5833333333333335,88682940.0
3.21,4.57,Med,0.271,6.31,3.17,3080357.0,Di atas 24 Bulan,Growth,62,5.166666666666667,36964284.0
7.62,4.5,Low,0.317,22.83,4.71,19248436.0,Di atas 24 Bulan,Growth,111,9.25,230981232.0
36.08,4.47,Low,0.259,26.94,1.89,7496699.0,Di atas 24 Bulan,Elite,98,8.166666666666666,89960388.0
-13.46,3.86,High,0.708,12.73,1.0,4228777.0,Di bawah 24 Bulan,Struggling,24,2.0,50745324.0
-15.45,3.32,Med,0.521,14.6,1.0,4071018.0,Di atas 24 Bulan,Struggling,173,14.416666666666666,48852216.0
-2.08,3.93,Med,0.51,18.99,4.53,12426728.0,Di atas 24 Bulan,Growth,162,13.5,149120736.0
-11.55,3.72,High,0.6,24.58,2.7,8536868.0,Di atas 24 Bulan,Struggling,143,11.916666666666666,102442416.0
35.59,4.76,Low,0.291,38.39,8.7,8650159.0,Di atas 24 Bulan,Elite,168,14.0,103801908.0
-0.9,4.39,Med,0.387,20.2,2.41,14776916.0,Di atas 24 Bulan,Growth,28,2.3333333333333335,177322992.0
7.12,4.5,Low,0.286,13.54,4.49,9750761.0,Di atas 24 Bulan,Growth,135,11.25,117009132.0
13.35,3.79,Med,0.587,33.8,3.01,6140957.0,Di atas 24 Bulan,Growth,127,10.583333333333334,73691484.0
22.14,4.27,Low,0.249,21.5,2.06,18139111.0,Di atas 24 Bulan,Growth,179,14.916666666666666,217669332.0
-0.26,3.65,Low,0.325,17.28,4.32,12167227.0,Di atas 24 Bulan,Growth,99,8.25,146006724.0
13.74,4.27,Low,0.187,14.55,3.96,9639828.0,Di atas 24 Bulan,Growth,135,11.25,115677936.0
26.65,4.47,Low,0.109,26.31,4.53,18872324.0,Di atas 24 Bulan,Elite,73,6.083333333333333,226467888.0
8.38,4.04,Low,0.13,32.15,4.21,13637991.0,Di atas 24 Bulan,Growth,178,14.833333333333334,163655892.0
-29.88,2.26,High,0.662,7.41,1.37,2244278.0,Di bawah 24 Bulan,Critical,20,1.6666666666666667,26931336.0
2.02,4.12,Low,0.142,30.8,3.93,7248575.0,Di atas 24 Bulan,Growth,97,8.083333333333334,86982900.0
1.36,4.91,Low,0.242,26.81,6.99,12742570.0,Di atas 24 Bulan,Growth,136,11.333333333333334,152910840.0
-6.05,3.72,Med,0.62,26.27,4.32,8989627.0,Di atas 24 Bulan,Struggling,68,5.666666666666667,107875524.0
3.4,4.3,Med,0.347,26.54,4.81,4197260.0,Di atas 24 Bulan,Growth,129,10.75,50367120.0
2.28,3.81,Low,0.325,7.99,1.0,1773265.0,Di atas 24 Bulan,Growth,44,3.6666666666666665,21279180.0
11.99,4.58,Med,0.346,14.31,5.04,11066716.0,Di atas 24 Bulan,Growth,119,9.916666666666666,132800592.0
-1.36,3.62,Med,0.364,7.91,3.94,1922562.0,Di bawah 24 Bulan,Growth,13,1.0833333333333333,23070744.0
-6.98,4.2,Med,0.471,18.53,3.71,8200785.0,Di atas 24 Bulan,Struggling,28,2.3333333333333335,98409420.0
-35.0,3.07,Med,0.433,22.82,2.0,5966957.0,Di atas 24 Bulan,Critical,151,12.583333333333334,71603484.0
-13.02,3.71,High,0.571,13.62,4.26,10528616.0,Di atas 24 Bulan,Struggling,170,14.166666666666666,126343392.0
-3.71,4.2,Med,0.585,8.18,2.26,3614649.0,Di atas 24 Bulan,Growth,58,4.833333333333333,43375788.0
8.34,3.48,Med,0.53,13.87,1.15,5911639.0,Di atas 24 Bulan,Growth,120,10.0,70939668.0
18.34,4.3,Low,0.302,37.82,7.17,13336569.0,Di atas 24 Bulan,Growth,150,12.5,160038828.0
-4.77,3.2,High,0.626,23.33,1.0,3797837.0,Di atas 24 Bulan,Struggling,59,4.916666666666667,45574044.0
-12.76,3.47,High,0.688,8.96,2.09,1500000.0,Di bawah 24 Bulan,Struggling,7,0.5833333333333334,18000000.0
-17.2,3.32,High,0.618,9.18,1.83,4912848.0,Di bawah 24 Bulan,Struggling,16,1.3333333333333333,58954176.0
-13.83,3.38,Med,0.594,6.35,2.34,5474913.0,Di atas 24 Bulan,Struggling,26,2.1666666666666665,65698956.0
-26.84,2.36,High,0.705,24.81,4.56,18582496.0,Di atas 24 Bulan,Critical,70,5.833333333333333,222989952.0
-29.9,3.02,High,0.605,7.53,1.97,7833201.0,Di atas 24 Bulan,Critical,50,4.166666666666667,93998412.0
-20.23,3.35,Med,0.474,26.52,1.3,6864264.0,Di atas 24 Bulan,Critical,177,14.75,82371168.0
21.35,4.71,Low,0.338,19.66,3.75,4981841.0,Di atas 24 Bulan,Growth,62,5.166666666666667,59782092.0
0.34,4.21,Med,0.339,19.07,2.9,1500000.0,Di bawah 24 Bulan,Growth,5,0.4166666666666667,18000000.0
